gene,selection_summary,sample_0.0-temporal_0.0,sample_0.0-temporal_108.0,sample_0.0-temporal_12.0,sample_0.0-temporal_120.0,sample_0.0-temporal_132.0,sample_0.0-temporal_144.0,sample_0.0-temporal_156.0,sample_0.0-temporal_168.0,sample_0.0-temporal_180.0,sample_0.0-temporal_192.0,sample_0.0-temporal_204.0,sample_0.0-temporal_216.0,sample_0.0-temporal_228.0,sample_0.0-temporal_24.0,sample_0.0-temporal_240.0,sample_0.0-temporal_252.0,sample_0.0-temporal_264.0,sample_0.0-temporal_276.0,sample_0.0-temporal_288.0,sample_0.0-temporal_300.0,sample_0.0-temporal_312.0,sample_0.0-temporal_324.0,sample_0.0-temporal_336.0,sample_0.0-temporal_348.0,sample_0.0-temporal_36.0,sample_0.0-temporal_360.0,sample_0.0-temporal_372.0,sample_0.0-temporal_384.0,sample_0.0-temporal_396.0,sample_0.0-temporal_408.0,sample_0.0-temporal_420.0,sample_0.0-temporal_48.0,sample_0.0-temporal_60.0,sample_0.0-temporal_72.0,sample_0.0-temporal_84.0,sample_0.0-temporal_96.0,sample_0.0-celltype_Epithelial,sample_0.0-celltype_MEF,sample_0.0-celltype_Neural,sample_0.0-celltype_Stromal,sample_0.0-celltype_Trophoblast,sample_0.0-celltype_iPSC
Csrp2,temporal - 360.0 - 3 / temporal - 396.0 - 6,0.28148148148148144,0.41481481481481486,0.4310789049919484,0.6533011272141707,0.37037037037037046,0.05185185185185184,0.5851851851851853,0.237037037037037,0.05185185185185193,0.037037037037037035,0.19259259259259265,0.20740740740740743,0.2444444444444444,0.18518518518518512,0.2962962962962963,0.48148148148148145,0.3925925925925926,0.08888888888888896,0.007407407407407363,0.0222222222222222,0.11111111111111116,0.14814814814814814,0.1333333333333333,0.08148148148148149,0.16296296296296298,0.11111111111111116,0.3185185185185184,0.43703703703703695,0.014814814814814836,0.26666666666666666,0.46666666666666673,0.14814814814814825,0.311111111111111,0.34814814814814815,0.014814814814814836,0.02222222222222231,0.31391540144049973,0.19289949587946664,0.27392949854981524,0.005265650270892708,0.028627331797848488,0.5208969587539145
Ctsl,celltype - Neural - 3,0.5185185185185186,0.6444444444444444,0.43784219001610303,1.0304347826086957,0.09629629629629632,0.3037037037037037,0.45925925925925926,0.37037037037037046,0.022222222222222143,0.2370370370370371,0.05185185185185193,0.4000000000000001,0.3111111111111111,0.20740740740740743,0.12592592592592594,0.48888888888888893,0.4518518518518519,0.17037037037037034,0.3185185185185185,0.08148148148148138,0.06666666666666665,0.029629629629629617,0.1555555555555555,0.007407407407407363,0.029629629629629645,0.11111111111111102,0.3333333333333333,0.36296296296296293,0.1555555555555555,0.19259259259259262,0.2148148148148148,0.029629629629629617,0.037037037037037035,0.1555555555555556,0.03703703703703701,0.06666666666666665,0.05065110314447674,0.3106134054839477,0.5555882075798947,0.1813093925075987,0.02268498866805474,0.3363518441718829
Cyb5r3,temporal - 372.0 - 5 / celltype - Neural - 4,0.22962962962962963,0.48888888888888893,0.4595813204508857,0.7558776167471819,0.2518518518518518,0.38518518518518524,0.48888888888888893,0.4740740740740741,0.10370370370370366,0.07407407407407413,0.1555555555555555,0.22962962962962963,0.051851851851851816,0.11851851851851847,0.2148148148148148,0.5629629629629631,0.5777777777777778,0.18518518518518517,0.237037037037037,0.0,0.3111111111111111,0.12592592592592594,0.1925925925925926,0.029629629629629645,0.10370370370370367,0.0592592592592593,0.2962962962962963,0.36296296296296304,0.14814814814814814,0.1555555555555556,0.10370370370370366,0.40740740740740744,0.22962962962962963,0.22962962962962974,0.05925925925925918,0.14814814814814814,0.04242512059199738,0.3225792933658102,0.44245204967387664,0.09847389339494045,0.2889008892248983,0.03424867481424054
Ddit3,temporal - 360.0 - 4 / temporal - 396.0 - 3 / temporal - 408.0 - 5,0.13333333333333341,0.1185185185185185,0.06771336553945256,0.03067632850241555,0.07407407407407413,0.022222222222222185,0.08888888888888896,0.19259259259259262,0.014814814814814822,0.09629629629629631,0.03703703703703701,0.13333333333333341,0.007407407407407474,0.07407407407407401,0.12592592592592594,0.022222222222222185,0.274074074074074,0.1333333333333333,0.2740740740740741,0.22222222222222227,0.20740740740740746,0.007407407407407335,0.15555555555555564,0.18518518518518517,0.16296296296296298,0.07407407407407401,0.36296296296296293,0.5111111111111111,0.06666666666666665,0.2518518518518518,0.4518518518518518,0.1111111111111111,0.24444444444444435,0.40740740740740733,0.274074074074074,0.1777777777777777,0.14418140532349483,0.04432616723774521,0.25626219920703214,0.09161057426815108,0.06167525248846498,0.47092066819208656
Dppa5a,temporal - 384.0 - 2 / celltype - iPSC - 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007407407407407357,0.03703703703703712,0.014814814814814826,0.007407407407407356,0.18518518518518515,0.014814814814814836,0.10370370370370377,0.1185185185185185,0.21481481481481482,0.17037037037037034,0.30370370370370375,0.08148148148148149,0.4444444444444445,0.11111111111111105,0.09629629629629621,0.08888888888888896,0.20840590538542947,0.31255860244624295,0.2832899986435258,0.2884291556410874,0.24904090802914575,1.7413624974398532
Dynll2,temporal - 72.0 - 3 / temporal - 144.0 - 3 / temporal - 168.0 - 6 / temporal - 252.0 - 7 / temporal - 264.0 - 6 / temporal - 288.0 - 4 / temporal - 348.0 - 3 / celltype - Neural - 6,0.30370370370370364,0.2,0.3351851851851852,0.875925925925926,0.3703703703703704,0.18518518518518512,0.9037037037037037,0.3925925925925926,0.14074074074074078,0.037037037037037035,0.2740740740740741,0.11111111111111102,1.1037037037037036,0.0,0.6074074074074074,0.5185185185185186,0.6074074074074074,0.14074074074074067,0.288888888888889,0.13333333333333336,0.3481481481481482,0.5037037037037038,0.4740740740740741,0.022222222222222254,0.4444444444444444,0.08148148148148138,0.45925925925925926,0.4962962962962963,0.1111111111111111,0.6222222222222222,0.08888888888888885,0.014814814814814836,0.3481481481481481,0.1555555555555556,0.18518518518518523,0.05185185185185187,0.08295342870294892,0.40898352583745834,0.39084493843574714,0.2680316447365434,0.29836396349330346,0.29061018246957765
Ecscr,temporal - 84.0 - 6 / temporal - 108.0 - 7 / temporal - 276.0 - 6,0.0,0.014814814814814822,0.04106280193236714,0.004025764895330131,0.05185185185185184,0.3407407407407408,0.06666666666666665,0.6814814814814814,0.11111111111111116,0.2518518518518519,0.05925925925925932,0.2666666666666666,0.5111111111111111,0.22222222222222215,0.1333333333333333,0.4888888888888889,0.43703703703703706,0.08888888888888896,0.08148148148148149,0.3703703703703703,0.02222222222222231,0.007407407407407363,0.13333333333333336,0.27407407407407414,0.05925925925925929,0.0962962962962963,0.3703703703703704,0.3703703703703704,0.20740740740740743,0.07407407407407413,0.03703703703703712,0.09629629629629631,0.0592592592592593,0.17777777777777778,0.07407407407407401,0.03703703703703712,0.08045928293062632,0.13551197215095595,0.0875118432619994,0.16537567155801458,0.18663994219745134,0.59206918135233
Egr1,temporal - 228.0 - 5 / temporal - 240.0 - 6 / temporal - 276.0 - 2,0.7481481481481482,0.8222222222222222,0.25708534621578094,0.36078904991948474,0.0,0.05185185185185184,0.1555555555555555,0.044444444444444474,0.1555555555555555,0.0,0.1555555555555555,0.13333333333333341,0.08148148148148146,0.07407407407407399,0.1703703703703703,0.14074074074074078,0.04444444444444447,0.3185185185185185,0.33333333333333337,0.49629629629629635,0.44444444444444453,0.4000000000000001,0.03703703703703701,0.33333333333333326,0.029629629629629617,0.014814814814814836,0.22222222222222215,0.30370370370370364,0.237037037037037,0.13333333333333333,0.022222222222222282,0.17037037037037034,0.2518518518518518,0.09629629629629632,0.0444444444444444,0.11851851851851852,0.10453595450278574,0.30875042560435817,0.19702756127690813,0.28063477078142046,0.2764709970018696,0.4583888938859292
Elf3,temporal - 420.0 - 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014814814814814826,0.02962962962962965,0.00740740740740747,0.014814814814814824,0.08148148148148149,0.06666666666666665,0.00740740740740747,0.03703703703703701,0.0592592592592593,0.03703703703703712,0.06666666666666665,0.04444444444444437,0.014814814814814822,0.07407407407407413,0.08888888888888884,0.14814814814814814,0.07407407407407404,0.051851851851851816,0.03703703703703701,0.007407407407407363,0.05185185185185184,0.15555555555555547,0.1111111111111111,0.05925925925925929,0.06666666666666665,0.02222222222222217,0.14074074074074064,0.05185185185185187,0.37037037037037035,0.18676982330040115,0.23715392244947694,0.23225840522128643,0.21527044630334832,0.25014806461092537,0.7159868679633015
Epcam,temporal - 204.0 - 6 / celltype - Epithelial - 2,0.014814814814814826,0.0,0.010869565217391328,0.003462157809983971,0.007407407407407357,0.014814814814814826,0.014814814814814826,0.014814814814814826,0.02962962962962965,0.07407407407407401,0.029629629629629645,0.0,0.2666666666666666,0.04444444444444448,0.014814814814814836,0.19259259259259262,0.1555555555555556,0.33333333333333326,0.24444444444444446,0.08888888888888882,0.029629629629629672,0.20740740740740743,0.18518518518518515,0.11111111111111113,0.17777777777777778,0.22222222222222215,0.20740740740740743,0.22222222222222215,0.11111111111111102,0.12592592592592597,0.0,0.19259259259259262,0.05185185185185184,0.1925925925925926,0.20740740740740743,0.08148148148148149,0.9794110582886237,0.3221707131819491,0.27191777488534696,0.320489951782475,0.11639812426375853,0.23421793915655162
Erdr1,temporal - 24.0 - 7 / temporal - 168.0 - 7 / temporal - 420.0 - 6,0.17037037037037045,0.06666666666666676,0.7983091787439613,1.0575684380032206,0.13333333333333336,0.051851851851851816,0.4444444444444444,0.5037037037037038,0.17037037037037045,0.0,0.014814814814814836,0.12592592592592583,0.8222222222222222,0.20740740740740737,0.6074074074074074,0.437037037037037,0.15555555555555547,0.03703703703703698,0.2592592592592593,0.11111111111111113,0.0962962962962963,0.31851851851851853,0.2962962962962963,0.06666666666666665,0.288888888888889,0.08148148148148149,0.17037037037037034,0.1333333333333333,0.0444444444444444,0.28888888888888886,0.10370370370370369,0.07407407407407401,0.04444444444444434,0.21481481481481485,0.14074074074074067,0.37777777777777777,0.08327838064193288,0.20832487818320744,0.23825981968212948,0.3989052337271527,0.1662663856913575,0.38994008399412367
Ereg,temporal - 12.0 - 1,0.4740740740740741,1.6370370370370368,0.056441223832528226,0.019404186795491107,0.05185185185185184,0.11111111111111102,0.18518518518518515,0.06666666666666667,0.16296296296296298,0.19999999999999996,0.06666666666666667,0.0592592592592593,0.4814814814814815,0.36296296296296304,0.029629629629629534,0.06666666666666667,0.08888888888888885,0.11111111111111115,0.03703703703703701,0.02962962962962954,0.14814814814814814,0.10370370370370377,0.007407407407407356,0.05185185185185183,0.11111111111111102,0.08148148148148138,0.03703703703703712,0.014814814814814826,0.07407407407407413,0.08148148148148147,0.04444444444444437,0.05925925925925919,0.044444444444444474,0.022222222222222185,0.03703703703703701,0.0,0.17205498751941417,0.4496818927693378,0.13159787478811566,0.04471717781479452,0.008456050722908698,0.24268497368155104
Fabp3,celltype - Neural - 5 / celltype - iPSC - 2,0.007407407407407356,0.03703703703703712,0.025201288244766515,0.025201288244766515,0.0,0.007407407407407357,0.007407407407407357,0.0,0.007407407407407357,0.007407407407407357,0.007407407407407357,0.007407407407407357,0.007407407407407357,0.02962962962962965,0.014814814814814826,0.007407407407407468,0.014814814814814826,0.044444444444444474,0.03703703703703701,0.051851851851851836,0.10370370370370366,0.21481481481481482,0.1111111111111111,0.08148148148148149,0.18518518518518517,0.02962962962962956,0.07407407407407401,0.007407407407407363,0.07407407407407401,0.2,0.1777777777777778,0.14814814814814814,0.2,0.08148148148148149,0.08888888888888885,0.029629629629629617,0.16743206155227136,0.392852807508401,0.4203901882392655,0.36982160877386483,0.1025469457330852,1.5986188036455564
Fam162a,temporal - 312.0 - 5 / temporal - 324.0 - 6 / temporal - 336.0 - 4 / temporal - 372.0 - 3 / temporal - 384.0 - 3,0.237037037037037,0.14074074074074067,0.17278582930756842,0.38019323671497585,0.2518518518518519,0.13333333333333333,0.1777777777777778,0.237037037037037,0.014814814814814826,0.014814814814814826,0.11111111111111102,0.007407407407407363,0.1185185185185185,0.03703703703703701,0.02962962962962965,0.562962962962963,0.43703703703703706,0.2888888888888889,0.007407407407407363,0.237037037037037,0.2666666666666666,0.059259259259259206,0.04444444444444445,0.0222222222222222,0.04444444444444437,0.06666666666666665,0.5703703703703704,0.5703703703703704,0.3037037037037037,0.09629629629629632,0.0222222222222222,0.4666666666666666,0.4444444444444444,0.08148148148148149,0.0444444444444444,0.11111111111111105,0.044670541776038075,0.317121081166025,0.007080173835787962,0.11906385077530815,0.17478070781330718,0.7207172690951296
Fam20c,temporal - 0.0 - 3,1.2592592592592593,0.6666666666666667,0.29444444444444445,0.7314814814814814,0.16296296296296298,0.1777777777777778,0.25925925925925924,0.17037037037037034,0.04444444444444448,0.08888888888888885,0.06666666666666665,0.014814814814814725,0.5703703703703704,0.22962962962962963,0.2740740740740741,0.2148148148148148,0.2592592592592593,0.237037037037037,0.05185185185185183,0.014814814814814836,0.05925925925925919,0.05925925925925919,0.014814814814814836,0.014814814814814711,0.007407407407407474,0.08148148148148147,0.14814814814814814,0.08148148148148149,0.014814814814814822,0.06666666666666667,0.022222222222222185,0.02962962962962965,0.02962962962962965,0.022222222222222296,0.007407407407407349,0.06666666666666665,0.17534196345227102,0.4295407572398291,0.05995864307022916,0.062002260338324566,0.033409605236388445,0.33638000462980167
Fos,temporal - 204.0 - 3 / temporal - 228.0 - 1 / temporal - 276.0 - 1,0.03703703703703701,0.022222222222222178,0.1576489533011272,0.03913043478260869,0.022222222222222185,0.03703703703703701,0.1333333333333333,0.0592592592592593,0.1555555555555555,0.10370370370370366,0.19999999999999998,0.38518518518518513,0.5333333333333332,0.05185185185185183,0.06666666666666665,0.09629629629629631,0.12592592592592594,0.3999999999999999,0.40740740740740744,0.7555555555555555,0.2518518518518518,0.2592592592592592,0.08888888888888885,0.43703703703703706,0.22962962962962963,0.03703703703703709,0.19259259259259254,0.2962962962962963,0.2148148148148148,0.12592592592592594,0.007407407407407474,0.14814814814814814,0.2592592592592593,0.13333333333333333,0.15555555555555553,0.13333333333333333,0.20454492435913996,0.053569553716109636,0.11529533341824244,0.13870488968368874,0.06156071904897062,0.31544566842598515
Gadd45b,temporal - 0.0 - 7 / temporal - 360.0 - 1 / temporal - 384.0 - 1,0.7851851851851852,0.41481481481481486,0.07962962962962968,0.10925925925925921,0.10370370370370366,0.12592592592592594,0.10370370370370377,0.2592592592592593,0.051851851851851816,0.17037037037037045,0.022222222222222254,0.39259259259259255,0.3703703703703703,0.02962962962962956,0.02222222222222231,0.4740740740740741,0.22962962962962963,0.051851851851851816,0.39999999999999997,0.2518518518518518,0.05925925925925929,0.051851851851851816,0.37777777777777777,0.1777777777777777,0.007407407407407363,0.1777777777777778,0.32592592592592595,0.4666666666666667,0.022222222222222254,0.3185185185185185,0.5851851851851853,0.0222222222222222,0.5111111111111111,0.17037037037037028,0.19259259259259265,0.24444444444444446,0.14761886456075474,0.06587341985485612,0.3317115701033094,0.06103034511765404,0.04445170046156649,0.3699917343498023
Gm26917,temporal - 0.0 - 2 / temporal - 36.0 - 1 / temporal - 84.0 - 1 / temporal - 96.0 - 2 / temporal - 108.0 - 3 / temporal - 132.0 - 6 / temporal - 168.0 - 2 / temporal - 180.0 - 5 / temporal - 276.0 - 3 / temporal - 300.0 - 6 / temporal - 420.0 - 1,1.348148148148148,0.288888888888889,0.34492753623188405,1.3227053140096618,0.11111111111111113,0.07407407407407413,0.05925925925925929,0.962962962962963,0.4666666666666666,0.28148148148148155,0.17777777777777778,0.6296296296296297,0.49629629629629635,0.17037037037037034,0.8444444444444446,0.9037037037037037,0.05925925925925919,0.007407407407407356,0.1555555555555556,0.19259259259259262,0.10370370370370367,0.04444444444444437,0.014814814814814822,0.30370370370370364,0.10370370370370369,0.28148148148148144,0.20740740740740746,0.08148148148148149,0.11111111111111116,0.11851851851851851,0.1333333333333333,0.30370370370370364,0.07407407407407401,0.22222222222222227,0.014814814814814808,0.6296296296296295,0.26235384144776774,0.29995092027334325,0.06079178742910868,0.3010095875260794,0.44141221070469033,0.041034048309450843
Gstp1,temporal - 60.0 - 2 / temporal - 84.0 - 5 / temporal - 108.0 - 6 / temporal - 132.0 - 1 / temporal - 228.0 - 2,0.6518518518518519,0.125925925925926,0.09388083735909825,0.2468599033816425,0.022222222222222254,0.7037037037037037,0.6000000000000001,0.6814814814814816,0.1777777777777777,0.2592592592592593,0.07407407407407401,1.3777777777777778,0.007407407407407335,0.029629629629629645,0.051851851851851816,0.10370370370370366,0.0222222222222222,0.014814814814814808,0.36296296296296293,0.6962962962962962,0.05925925925925919,0.029629629629629645,0.09629629629629632,0.0,0.17777777777777778,0.22962962962962963,0.3407407407407408,0.45185185185185195,0.20740740740740748,0.14074074074074078,0.08148148148148143,0.08888888888888896,0.06666666666666668,0.18518518518518526,0.02222222222222231,0.007407407407407474,0.23182873028561934,0.18229075923262533,0.05873243184752819,0.06351127067627083,0.42293414913291993,0.08625270361238468
Hes1,temporal - 216.0 - 4 / temporal - 252.0 - 1 / temporal - 420.0 - 4,0.05925925925925918,0.3407407407407407,0.6363123993558775,0.8881642512077295,0.17037037037037034,0.03703703703703698,0.3185185185185184,0.237037037037037,0.03703703703703701,0.1185185185185185,0.03703703703703701,0.13333333333333341,0.22222222222222215,0.04444444444444451,0.26666666666666666,0.437037037037037,0.30370370370370364,0.18518518518518529,0.8074074074074075,0.36296296296296293,0.22222222222222215,0.9037037037037037,0.3111111111111111,0.007407407407407363,0.2518518518518518,0.014814814814814836,0.09629629629629632,0.08148148148148149,0.07407407407407401,0.17037037037037045,0.14074074074074083,0.2592592592592593,0.1777777777777778,0.14074074074074067,0.07407407407407401,0.4222222222222222,0.021568726020830487,0.4601954306888357,0.24773339380515852,0.026381204394194502,0.3752674749311585,0.041238211629361254
